4c000000-4e000000 r-xs 02000000 00:01 3074                               [anon_shmem:dalvik-zygote-jit-code-cache]
7a887f7e8000-7a887f7f4000 r-xp 0000c000 07:50 35                         /apex/com.android.media.swcodec/lib64/android.hardware.graphics.allocator@4.0.so
7a887f864000-7a887f8dc000 r-xp 00050000 07:50 106                        /apex/com.android.media.swcodec/lib64/libcodec2_vndk.so
7a887f910000-7a887f91c000 r-xp 00008000 07:50 111                        /apex/com.android.media.swcodec/lib64/libgralloctypes.so
7a887f96c000-7a887f978000 r-xp 00008000 07:50 109                        /apex/com.android.media.swcodec/lib64/libdmabufheap.so
7a887f998000-7a887f9a4000 r-xp 0000c000 07:50 34                         /apex/com.android.media.swcodec/lib64/android.hardware.graphics.allocator@3.0.so
7a887f9d8000-7a887f9f8000 r-xp 00014000 07:50 37                         /apex/com.android.media.swcodec/lib64/android.hardware.graphics.bufferqueue@2.0.so
7a8882e50000-7a8882e54000 r-xp 00004000 07:50 31                         /apex/com.android.media.swcodec/lib64/android.hardware.common.fmq-V1-ndk.so
7a8882eb8000-7a8882ebc000 r-xp 00004000 07:50 40                         /apex/com.android.media.swcodec/lib64/android.hardware.graphics.common@1.1.so
7a8882f00000-7a8882f3c000 r-xp 0002c000 07:50 123                        /apex/com.android.media.swcodec/lib64/libui.so
7a8882fac000-7a8882fb8000 r-xp 0000c000 07:50 43                         /apex/com.android.media.swcodec/lib64/android.hardware.graphics.mapper@2.1.so
7a8882fec000-7a8882ff8000 r-xp 0000c000 07:50 33                         /apex/com.android.media.swcodec/lib64/android.hardware.graphics.allocator@2.0.so
7a888445c000-7a8884478000 r-xp 00014000 07:50 119                        /apex/com.android.media.swcodec/lib64/libstagefright_bufferpool@2.0.1.so
7a8884494000-7a88844b0000 r-xp 00014000 07:50 117                        /apex/com.android.media.swcodec/lib64/libstagefright_aidl_bufferpool2.so
7a88844e4000-7a88844e8000 r-xp 00004000 07:50 39                         /apex/com.android.media.swcodec/lib64/android.hardware.graphics.common@1.0.so
7a8884514000-7a8884528000 r-xp 00010000 07:50 45                         /apex/com.android.media.swcodec/lib64/android.hardware.graphics.mapper@4.0.so
7a8884558000-7a8884574000 r-xp 0000c000 07:50 58                         /apex/com.android.media.swcodec/lib64/libaconfig_storage_read_api_cc.so
7a8884594000-7a88845b4000 r-xp 00010000 07:50 60                         /apex/com.android.media.swcodec/lib64/libbase.so
7a88845dc000-7a88845ec000 r-xp 00008000 07:50 65                         /apex/com.android.media.swcodec/lib64/libcodec2_hal_common.so
7a888461c000-7a8884620000 r-xp 00008000 07:50 32                         /apex/com.android.media.swcodec/lib64/android.hardware.graphics.allocator-V2-ndk.so
7a88846c0000-7a8884758000 r-xp 00078000 07:50 61                         /apex/com.android.media.swcodec/lib64/libc++.so
7a888479c000-7a88847a8000 r-xp 0000c000 07:50 108                        /apex/com.android.media.swcodec/lib64/libcutils.so
7a88847e4000-7a88847e8000 r-xp 00004000 07:50 126                        /apex/com.android.media.swcodec/lib64/server_configurable_flags.so
7a8884818000-7a888482c000 r-xp 00010000 07:50 124                        /apex/com.android.media.swcodec/lib64/libutils.so
7a8884a38000-7a8884bac000 r-xp 001d0000 07:50 107                        /apex/com.android.media.swcodec/lib64/libcom.android.media.swcodec.apexcodecs.so
7a8888078000-7a88880f8000 r-xp 0002c000 07:50 82                         /apex/com.android.media.swcodec/lib64/libcodec2_soft_common.so
7a8888150000-7a88881b0000 r-xp 00044000 07:50 112                        /apex/com.android.media.swcodec/lib64/libhidlbase.so
7a88881d0000-7a88881d4000 r-xp 00004000 07:50 110                        /apex/com.android.media.swcodec/lib64/libfmq.so
7a8888234000-7a8888238000 r-xp 00004000 07:50 30                         /apex/com.android.media.swcodec/lib64/android.hardware.common-V2-ndk.so
7a888826c000-7a88882dc000 r-xp 0002c000 07:50 116                        /apex/com.android.media.swcodec/lib64/libsfplugin_ccodec_utils.so
7a889ac5c000-7a889ac60000 r-xp 00004000 07:50 63                         /apex/com.android.media.swcodec/lib64/libcodec2.so
7a889ac98000-7a889acb8000 r-xp 00018000 07:50 122                        /apex/com.android.media.swcodec/lib64/libstagefright_foundation.so
7a889b024000-7a889b030000 r-xp 00014000 fe:04 604                        /vendor/lib64/egl/libGLESv2_emulation.so
7a889b058000-7a889b060000 r-xp 0000c000 fe:04 603                        /vendor/lib64/egl/libGLESv1_CM_emulation.so
7a889b0b4000-7a889b0e4000 r-xp 00024000 fe:04 602                        /vendor/lib64/egl/libEGL_emulation.so
7a889f99c000-7a889f9a0000 r-xp 00004000 07:50 41                         /apex/com.android.media.swcodec/lib64/android.hardware.graphics.common@1.2.so
7a88aa8b0000-7a88aa8b4000 r-xp 00004000 fe:04 670                        /vendor/lib64/libhardware.so
7a88aa8e4000-7a88aa8e8000 r-xp 00004000 fe:04 629                        /vendor/lib64/libandroidemu.so
7a88aa928000-7a88aa92c000 r-xp 00004000 fe:04 546                        /vendor/lib64/android.hardware.graphics.common-V7-ndk.so
7a88aa954000-7a88aa970000 r-xp 00010000 fe:04 620                        /vendor/lib64/libOpenglCodecCommon.so
7a88aa9cc000-7a88aa9f0000 r-xp 00018000 fe:04 618                        /vendor/lib64/libGLESv1_enc.so
7a88aaaac000-7a88aab9c000 r-xp 000a0000 fe:04 619                        /vendor/lib64/libGLESv2_enc.so
7a88adac8000-7a88adb60000 r-xp 00078000 fe:04 641                        /vendor/lib64/libc++.so
7a88adbe0000-7a88adbe4000 r-xp 00008000 fe:04 540                        /vendor/lib64/android.hardware.graphics.allocator-V2-ndk.so
7a88aea54000-7a88aea74000 r-xp 00010000 fe:04 632                        /vendor/lib64/libbase.so
7a88aea9c000-7a88aeab0000 r-xp 00010000 fe:04 719                        /vendor/lib64/libutils.so
7a88aeae0000-7a88aeaf0000 r-xp 0000c000 fe:04 624                        /vendor/lib64/lib_renderControl_enc.so
7a88aeb20000-7a88aeb2c000 r-xp 0000c000 fe:04 652                        /vendor/lib64/libcutils.so
7a89a0080000-7a89a00a8000 r-xp 00028000 fe:04 621                        /vendor/lib64/libOpenglSystemCommon.so
7a89a04bc000-7a89a09d0000 r-xp 000b4000 07:160 73                        /apex/com.android.tethering/lib64/libhttpengine.so
7a89a404c000-7a89a405c000 r-xp 0000c000 fe:04 655                        /vendor/lib64/libdrm.so
7a89a4084000-7a89a4088000 r-xp 00004000 fe:00 2311                       /system/lib64/libwebviewchromium_loader.so
7a89a4108000-7a89a4184000 --xp 0001c000 07:160 69                        /apex/com.android.tethering/lib64/libcrypto_httpengine.so
7a89a4184000-7a89a41b8000 r-xp 00098000 07:160 69                        /apex/com.android.tethering/lib64/libcrypto_httpengine.so
7a89a41cc000-7a89a41d4000 r-xp 00008000 fe:00 1917                       /system/lib64/libcompiler_rt.so
7a89a42a4000-7a89a42ac000 r-xp 00008000 fe:00 1470                       /system/framework/oat/arm64/com.android.location.provider.odex
7a89a43bc000-7a89a43f4000 r-xp 00010000 fe:00 1488                       /system/framework/oat/arm64/org.apache.http.legacy.odex
7a89a44dc000-7a89a44e0000 r-xp 00004000 07:160 71                        /apex/com.android.tethering/lib64/libframework-connectivity-jni.so
7a89a58e4000-7a89a58f0000 r-xp 00008000 fe:00 2195                       /system/lib64/librs_jni.so
7a89a5908000-7a89a5910000 r-xp 00004000 fe:00 2306                       /system/lib64/libvintf_jni.so
7a89a5988000-7a89a59f8000 r-xp 0002c000 fe:00 2305                       /system/lib64/libvintf.so
7a89a5a1c000-7a89a5a28000 r-xp 0000c000 fe:00 2237                       /system/lib64/libstagefright_amrnb_common.so
7a89a5b80000-7a89a5d78000 r-xp 00114000 fe:00 2178                       /system/lib64/libprotobuf-cpp-full-6.33.5-absl20260526.so
7a89a766c000-7a89a76b8000 r-xp 00030000 fe:00 2087                       /system/lib64/libmedia_jni.so
7a89a7710000-7a89a7734000 r-xp 00010000 fe:00 2196                       /system/lib64/librtp_jni.so
7a89a7754000-7a89a775c000 r-xp 00008000 fe:00 1827                       /system/lib64/libaudioeffect_jni.so
7a89a77a0000-7a89a77c4000 r-xp 00018000 fe:00 2123                       /system/lib64/libmtp.so
7a89a7e68000-7a89a7e74000 r-xp 0000c000 fe:00 2230                       /system/lib64/libsoundpool.so
7a89a7ecc000-7a89a7ef8000 r-xp 0002c000 fe:00 1659                       /system/lib64/android.hardware.tv.tuner-V3-ndk.so
7a89a7f74000-7a89a7f78000 r-xp 00004000 fe:00 1812                       /system/lib64/libasyncio.so
7a89a7fa4000-7a89a7fa8000 r-xp 00004000 fe:00 1661                       /system/lib64/android.hardware.usb.flags-aconfig-cc-lib.so
7a89a7fd4000-7a89a7fdc000 r-xp 0000c000 fe:00 2093                       /system/lib64/libmediadrmmetrics_full.so
7a89a88d8000-7a89a88f0000 r-xp 00078000 fe:00 2228                       /system/lib64/libsonivox.so
7a89a8930000-7a89a8934000 r-xp 00004000 fe:00 2092                       /system/lib64/libmediadrmmetrics_consumer.so
7a89a8bac000-7a89a8bb0000 r-xp 00008000 fe:00 1946                       /system/lib64/libdrmframework.so
7a89a8be4000-7a89a8bec000 r-xp 00004000 fe:00 1947                       /system/lib64/libdrmframework_jni.so
7a89a8c18000-7a89a8c24000 r-xp 00010000 fe:00 1948                       /system/lib64/libdrmframeworkcommon.so
7a89a8cd0000-7a89a8d68000 r-xp 00078000 07:130 152                       /apex/com.android.conscrypt/lib64/libc++.so
7a89a8db4000-7a89a8dd8000 r-xp 00018000 07:130 154                       /apex/com.android.conscrypt/lib64/libjavacrypto.so
7a89a8ea4000-7a89a8ed8000 r-xp 00088000 07:130 153                       /apex/com.android.conscrypt/lib64/libcrypto.so
7a89a8ed8000-7a89a8f54000 --xp 000bc000 07:130 153                       /apex/com.android.conscrypt/lib64/libcrypto.so
7a89a8f54000-7a89a8fe0000 r-xp 00138000 07:130 153                       /apex/com.android.conscrypt/lib64/libcrypto.so
7a89ab490000-7a89ab4e4000 r-xp 00028000 07:130 155                       /apex/com.android.conscrypt/lib64/libssl.so
7a89ad25c000-7a89ad260000 r-xp 00004000 07:30 30                         /apex/com.android.os.statsd/lib64/libstats_jni.so
7a89ad2d8000-7a89ad2e0000 r-xp 00008000 fe:04 616                        /vendor/lib64/hw/mapper.ranchu.so
7a89add44000-7a89add48000 r-xp 00004000 07:160 72                        /apex/com.android.tethering/lib64/libframework-connectivity-tiramisu-jni.so
7a89b67f0000-7a89b67f4000 r-xp 00004000 07:138 75                        /apex/com.android.art/lib64/libopenjdkjvm.so
7a89b6854000-7a89b6874000 r-xp 0001c000 07:138 74                        /apex/com.android.art/lib64/libopenjdk.so
7a89b6894000-7a89b68b8000 r-xp 00014000 07:138 66                        /apex/com.android.art/lib64/libjavacore.so
7a89b68d0000-7a89b68f0000 r-xp 00008000 07:138 65                        /apex/com.android.art/lib64/libexpat.so
7a89b6934000-7a89b6938000 r-xp 00004000 07:138 53                        /apex/com.android.art/lib64/libandroidio.so
7a89b869c000-7a89b86a8000 r-xp 0000c000 07:d0 27                         /apex/com.android.i18n/lib64/libicu_jni.so
7a89b86c8000-7a89b86cc000 r-xp 00004000 fe:00 2312                       /system/lib64/libwebviewchromium_plat_support.so
7a89b871c000-7a89b8720000 r-xp 00004000 fe:00 2264                       /system/lib64/libstdc++.so
7a89b8768000-7a89b87a8000 r-xp 00020000 fe:00 1643                       /system/lib64/android.hardware.renderscript@1.0.so
7a89b87dc000-7a89b87e0000 r-xp 00004000 fe:00 2300                       /system/lib64/libutilscallstack.so
7a89b8810000-7a89b8818000 r-xp 00008000 fe:00 1751                       /system/lib64/libRS.so
7a89b886c000-7a89b8870000 r-xp 00004000 fe:00 1750                       /system/lib64/libOpenSLES.so
7a89b88a0000-7a89b88a4000 r-xp 00004000 fe:00 1749                       /system/lib64/libOpenMAXAL.so
7a89b88c8000-7a89b88cc000 r-xp 00004000 fe:00 2040                       /system/lib64/libjnigraphics.so
7a89b8930000-7a89b896c000 r-xp 00014000 fe:00 1887                       /system/lib64/libcamera2ndk.so
7a89b8994000-7a89b8998000 r-xp 00004000 fe:00 1785                       /system/lib64/libamidi.so
7a89b89cc000-7a89b89d4000 r-xp 00008000 fe:00 1759                       /system/lib64/libaaudio.so
7a89b8a20000-7a89b8a34000 r-xp 0000c000 fe:00 1763                       /system/lib64/libaaudio_internal_legacy.so
7a89b8a9c000-7a89b8b64000 r-xp 0004c000 fe:00 2316                       /system/lib64/libxml2.so
7a89b8ba8000-7a89b8bac000 r-xp 00004000 fe:00 1671                       /system/lib64/android.media.audio-aconfig-cc.so
7a89b8bf0000-7a89b8bf4000 r-xp 00004000 fe:00 1760                       /system/lib64/libaaudio_internal_builder.so
7a89bbe64000-7a89bbe70000 r-xp 0000c000 fe:00 1635                       /system/lib64/android.hardware.power-V7-ndk.so
7a89bbefc000-7a89bbf94000 r-xp 00078000 07:160 66                        /apex/com.android.tethering/lib64/libc++.so
7a89e2064000-7a89e2088000 r-xp 00024000 fe:00 2165                       /system/lib64/libpowermanager.so
7a89e20e8000-7a89e20f4000 r-xp 0000c000 fe:00 1640                       /system/lib64/android.hardware.power@1.1.so
7a89e210c000-7a89e2118000 r-xp 0000c000 fe:00 1641                       /system/lib64/android.hardware.power@1.2.so
7a89e2150000-7a89e215c000 r-xp 0000c000 fe:00 1639                       /system/lib64/android.hardware.power@1.0.so
7a89e218c000-7a89e2190000 r-xp 00008000 07:160 67                        /apex/com.android.tethering/lib64/libcom.android.tethering.connectivity_native.so
7a89e21dc000-7a89e21e0000 r-xp 00008000 fe:00 1727                       /system/lib64/dynamic_instrumentation_manager_aidl-cpp.so
7a89e2230000-7a89e2238000 r-xp 00008000 fe:00 1777                       /system/lib64/libactivitymanager_aidl.so
7a89e2268000-7a89e226c000 r-xp 00004000 fe:00 1678                       /system/lib64/android.os.flags-aconfig-cc.so
7a89e22b4000-7a89e22d8000 r-xp 00024000 fe:00 1786                       /system/lib64/libandroid.so
7a89e2318000-7a89e2324000 r-xp 0000c000 fe:00 1642                       /system/lib64/android.hardware.power@1.3.so
7a89e2388000-7a89e23f4000 r-xp 00024000 07:138 77                        /apex/com.android.art/lib64/libperfetto_hprof.so
7a89e241c000-7a89e2474000 r-xp 0001c000 07:110 27                        /apex/com.android.adbd/lib64/libadbconnection_client.so
7a89e2548000-7a89e25e0000 r-xp 00078000 07:110 29                        /apex/com.android.adbd/lib64/libc++.so
7a89e3048000-7a89e3058000 r-xp 00008000 07:138 52                        /apex/com.android.art/lib64/libadbconnection.so
7a89e3090000-7a89e30b0000 r-xp 00010000 07:110 28                        /apex/com.android.adbd/lib64/libbase.so
7a89e30fc000-7a89e3138000 r-xp 0001c000 07:110 33                        /apex/com.android.adbd/lib64/libprocessgroup.so
7a89e5684000-7a89e5688000 r-xp 00004000 fe:04 535                        /vendor/lib64/android.hardware.common-V2-ndk.so
7a89e9644000-7a89e9e90000 r-xp 00200000 07:138 55                        /apex/com.android.art/lib64/libart.so
7a8c7c4cc000-7a8c7c554000 r-xp 00050000 fe:00 1857                       /system/lib64/libbinder.so
7a8c7e850000-7a8c7e854000 r-xp 00004000 fe:00 1738                       /system/lib64/lib-platform-compat-native-api.so
7a8c7e930000-7a8c7e9c8000 r-xp 00078000 fe:00 1885                       /system/lib64/libc++.so
7a8c82658000-7a8c82668000 r-xp 00008000 fe:00 2158                       /system/lib64/libpiex.so
7a8c826a8000-7a8c826ac000 r-xp 00004000 fe:00 1668                       /system/lib64/android.hidl.safe_union@1.0.so
7a8c826c8000-7a8c826cc000 r-xp 00004000 fe:00 2217                       /system/lib64/libshmemcompat.so
7a8c8270c000-7a8c8271c000 r-xp 00008000 fe:00 2134                       /system/lib64/libnetdutils.so
7a8c8275c000-7a8c8276c000 r-xp 0000c000 fe:00 1841                       /system/lib64/libaudiopolicy.so
7a8c82794000-7a8c827a8000 r-xp 00014000 fe:00 1858                       /system/lib64/libbinder_ndk.so
7a8c827f8000-7a8c827fc000 r-xp 00004000 fe:00 2176                       /system/lib64/libprocinfo.so
7a8c82804000-7a8c82808000 r-xp 00004000 fe:00 1920                       /system/lib64/libcore_jni_flags_c.so
7a8c8285c000-7a8c82878000 r-xp 00014000 fe:00 1604                       /system/lib64/android.hardware.graphics.bufferqueue@2.0.so
7a8c828c4000-7a8c82900000 r-xp 0001c000 fe:00 1699                       /system/lib64/audioflinger-aidl-cpp.so
7a8c82964000-7a8c82970000 r-xp 0000c000 fe:00 1571                       /system/lib64/android.hardware.cas.native@1.0.so
7a8c829a8000-7a8c829ac000 r-xp 00008000 fe:00 2129                       /system/lib64/libnativewindow.so
7a8c829d8000-7a8c829f0000 r-xp 00018000 fe:00 1579                       /system/lib64/android.hardware.contexthub-V5-ndk.so
7a8c85678000-7a8c8567c000 r-xp 00004000 fe:00 1607                       /system/lib64/android.hardware.graphics.common@1.1.so
7a8c85694000-7a8c856b4000 r-xp 00008000 fe:00 1961                       /system/lib64/libexpat.so
7a8c856e4000-7a8c856f0000 r-xp 0000c000 fe:00 1602                       /system/lib64/android.hardware.graphics.allocator@4.0.so
7a8c8572c000-7a8c85730000 r-xp 00008000 fe:00 1599                       /system/lib64/android.hardware.graphics.allocator-V2-ndk.so
7a8c85774000-7a8c857a8000 r-xp 0002c000 fe:00 2151                       /system/lib64/libpcre2.so
7a8c857d0000-7a8c857d4000 r-xp 00008000 fe:00 1634                       /system/lib64/android.hardware.memtrack-V1-ndk.so
7a8c8583c000-7a8c85864000 r-xp 0001c000 fe:00 1584                       /system/lib64/android.hardware.drm@1.1.so
7a8c85890000-7a8c85898000 r-xp 00004000 fe:00 2156                       /system/lib64/libperfetto_framework_jni.so
7a8c858d4000-7a8c858d8000 r-xp 00008000 fe:00 1756                       /system/lib64/libSurfaceFlingerProp.so
7a8c8592c000-7a8c85934000 r-xp 00004000 07:138 79                        /apex/com.android.art/lib64/libsigchain.so
7a8c8594c000-7a8c85950000 r-xp 00004000 fe:00 1558                       /system/lib64/android.hardware.camera.common@1.0.so
7a8c859ac000-7a8c859f0000 r-xp 00028000 fe:00 2022                       /system/lib64/libimage_io.so
7a8c85a20000-7a8c85a50000 r-xp 0001c000 fe:00 2291                       /system/lib64/libultrahdr.so
7a8c85b78000-7a8c85ee8000 r-xp 000e0000 fe:00 2046                       /system/lib64/libjxl.so
7a8c85fa8000-7a8c85fb4000 r-xp 00008000 fe:00 1730                       /system/lib64/graphicbuffersource-aidl-ndk.so
7a8c85fe4000-7a8c85fe8000 r-xp 00004000 fe:00 2247                       /system/lib64/libstagefright_omx_utils.so
7a8c88e28000-7a8c88e30000 r-xp 0000c000 fe:00 1666                       /system/lib64/android.hidl.memory.token@1.0.so
7a8c88e50000-7a8c88e54000 r-xp 00004000 fe:00 1582                       /system/lib64/android.hardware.drm.common-V1-ndk.so
7a8c88eac000-7a8c88eb0000 r-xp 00004000 fe:00 2298                       /system/lib64/libusbhost.so
7a8c88ee8000-7a8c88eec000 r-xp 00004000 fe:00 2108                       /system/lib64/libmemtrack.so
7a8c88f14000-7a8c88f28000 r-xp 00008000 fe:00 2249                       /system/lib64/libstagefright_xmlparser.so
7a8c88f7c000-7a8c88fd4000 r-xp 0003c000 fe:00 2112                       /system/lib64/libminikin.so
7a8c89030000-7a8c89034000 r-xp 0000c000 07:d0 26                         /apex/com.android.i18n/lib64/libicu.so
7a8c89054000-7a8c89068000 r-xp 0000c000 fe:00 1672                       /system/lib64/android.media.audio.common.types-V5-cpp.so
7a8c89094000-7a8c890a4000 r-xp 00008000 fe:00 2239                       /system/lib64/libstagefright_bufferqueue_helper.so
7a8c890d8000-7a8c890dc000 r-xp 00004000 fe:00 1606                       /system/lib64/android.hardware.graphics.common@1.0.so
7a8c89114000-7a8c89118000 r-xp 00008000 fe:00 1703                       /system/lib64/av-types-aidl-cpp.so
7a8c89188000-7a8c891ac000 r-xp 00018000 fe:00 1603                       /system/lib64/android.hardware.graphics.bufferqueue@1.0.so
7a8c891f4000-7a8c891f8000 r-xp 00004000 fe:00 1737                       /system/lib64/lib-camera-compatibility-info-api.so
7a8c89208000-7a8c8920c000 r-xp 00004000 fe:00 1839                       /system/lib64/libaudiomanager.so
7a8c89294000-7a8c89358000 r-xp 0004c000 fe:00 2007                       /system/lib64/libharfbuzz_ng.so
7a8c8938c000-7a8c89398000 r-xp 00008000 fe:00 1941                       /system/lib64/libdmabufheap.so
7a8c893e8000-7a8c893f0000 r-xp 00008000 fe:00 2000                       /system/lib64/libgraphicsenv.so
7a8c8941c000-7a8c89434000 r-xp 00014000 fe:00 1630                       /system/lib64/android.hardware.media.c2@1.1.so
7a8c89448000-7a8c8944c000 r-xp 00004000 fe:00 2133                       /system/lib64/libnetd_client.so
7a8c8949c000-7a8c894a0000 r-xp 00004000 fe:00 2006                       /system/lib64/libhardware_legacy.so
7a8c89604000-7a8c897a4000 r-xp 00124000 fe:00 1799                       /system/lib64/libandroid_runtime.so
7a8c8ce70000-7a8c8ce98000 r-xp 0001c000 fe:00 2098                       /system/lib64/libmediandk.so
7a8c8cf14000-7a8c8cff0000 r-xp 00044000 fe:00 1803                       /system/lib64/libandroidfw.so
7a8c90664000-7a8c90668000 r-xp 00004000 fe:00 2341                       /system/lib64/process_info_service_aidl-cpp.so
7a8c908b4000-7a8c91030000 r-xp 00200000 fe:00 2020                       /system/lib64/libhwui.so
7a8c91324000-7a8c91334000 r-xp 00008000 fe:00 2319                       /system/lib64/libz.so
7a8c9134c000-7a8c91350000 r-xp 00008000 fe:00 1729                       /system/lib64/framework-permission-aidl-cpp.so
7a8c913a0000-7a8c913a4000 r-xp 00004000 fe:00 1527                       /system/lib64/aconfig_text_flags_c_lib.so
7a8c913d8000-7a8c913f8000 r-xp 00018000 fe:00 2241                       /system/lib64/libstagefright_foundation.so
7a8c94258000-7a8c9425c000 r-xp 00004000 fe:00 1712                       /system/lib64/camera_platform_flags_c_lib.so
7a8c942b0000-7a8c942b4000 r-xp 00004000 fe:00 2015                       /system/lib64/libhidlallocatorutils.so
7a8c942e8000-7a8c94330000 r-xp 00028000 fe:00 1632                       /system/lib64/android.hardware.media.omx@1.0.so
7a8c9435c000-7a8c94360000 r-xp 00004000 07:168 26                        /apex/com.android.runtime/lib64/bionic/libdl.so
7a8c94388000-7a8c9438c000 r-xp 00004000 fe:00 1713                       /system/lib64/capture_state_listener-aidl-cpp.so
7a8c943dc000-7a8c943e0000 r-xp 00004000 fe:00 2044                       /system/lib64/libjpegencoder.so
7a8c94420000-7a8c94430000 r-xp 00010000 fe:00 2086                       /system/lib64/libmedia_helper.so
7a8c9445c000-7a8c94470000 r-xp 0000c000 fe:00 2278                       /system/lib64/libtinyxml2.so
7a8c9448c000-7a8c94494000 r-xp 00008000 fe:00 1728                       /system/lib64/effect-aidl-cpp.so
7a8c944d8000-7a8c944f8000 r-xp 00018000 fe:00 2310                       /system/lib64/libvulkan.so
7a8c9451c000-7a8c94558000 r-xp 0001c000 fe:00 2171                       /system/lib64/libprocessgroup.so
7a8c9459c000-7a8c945a0000 r-xp 00008000 fe:00 2283                       /system/lib64/libtracing_perfetto.so
7a8c945c8000-7a8c945cc000 r-xp 00004000 fe:00 2145                       /system/lib64/libpackagelistparser.so
7a8c946cc000-7a8c947e0000 r-xp 000cc000 07:d0 29                         /apex/com.android.i18n/lib64/libicuuc.so
7a8c94830000-7a8c94850000 r-xp 00018000 fe:00 1739                       /system/lib64/libEGL.so
7a8c948b0000-7a8c948b4000 r-xp 00004000 fe:00 1533                       /system/lib64/android.database.sqlite-aconfig-cc.so
7a8c948d0000-7a8c948e8000 r-xp 00010000 fe:00 1807                       /system/lib64/libapexsupport.so
7a8c94934000-7a8c94938000 r-xp 00004000 fe:00 1809                       /system/lib64/libarchivestager.so
7a8c9496c000-7a8c94970000 r-xp 00004000 fe:00 2342                       /system/lib64/pw_allocator.so
7a8c94990000-7a8c94994000 r-xp 00004000 fe:00 2307                       /system/lib64/libvndksupport.so
7a8c949dc000-7a8c949e0000 r-xp 00004000 fe:00 1633                       /system/lib64/android.hardware.media@1.0.so
7a8c94a1c000-7a8c94a20000 r-xp 00004000 07:168 27                        /apex/com.android.runtime/lib64/bionic/libdl_android.so
7a8c94ab0000-7a8c94be0000 r-xp 00034000 fe:00 2233                       /system/lib64/libsqlite.so
7a8c96c7c000-7a8c96ce8000 r-xp 0002c000 fe:00 2215                       /system/lib64/libsfplugin_ccodec_utils.so
7a8c96d08000-7a8c96d0c000 r-xp 00004000 fe:00 2099                       /system/lib64/libmediandk_utils.so
7a8c96d68000-7a8c96d6c000 r-xp 00008000 fe:00 1743                       /system/lib64/libGLESv1_CM.so
7a8c96d94000-7a8c96d98000 r-xp 00004000 fe:00 1608                       /system/lib64/android.hardware.graphics.common@1.2.so
7a8c96dcc000-7a8c96dd0000 r-xp 00004000 fe:00 2090                       /system/lib64/libmedia_omx_client.so
7a8c96e1c000-7a8c96e28000 r-xp 0000c000 fe:00 1600                       /system/lib64/android.hardware.graphics.allocator@2.0.so
7a8c96e50000-7a8c96e54000 r-xp 00004000 fe:00 2232                       /system/lib64/libspeexresampler.so
7a8c96e90000-7a8c96e94000 r-xp 00004000 fe:00 2126                       /system/lib64/libnativebridge_lazy.so
7a8c96f04000-7a8c96f2c000 r-xp 00018000 fe:00 1572                       /system/lib64/android.hardware.cas@1.0.so
7a8c96f50000-7a8c96f5c000 r-xp 00008000 fe:00 2182                       /system/lib64/libprotolog.so
7a8c96fb0000-7a8c96fb4000 r-xp 00004000 fe:00 1718                       /system/lib64/com.android.media.audioserver-aconfig-cc.so
7a8c96fd4000-7a8c96fec000 r-xp 00014000 fe:00 2089                       /system/lib64/libmedia_omx.so
